Chamber Pressure,OF,Adiabatic flame temperature,cp mass,cv mass,cp molar,cv molar,Isentropic exponent,Molecular weight,Specific gas constant,Specifc impulse,Vacuum specific Impulse,Characteristic velocityThrust coefficient,Vacuum thrust coefficient
bar,-,K,J/kg-K,J/mol-K,J/kg-K,J/mol-K,-,g/mol,J/kg-K,sec,sec,m/s,-,-
78.75,2.1313131313131315,1918.2760141575752,1720.5945226221197,1370.146122003532,40821.46990566704,32507.007287513803,1.2557744717812547,23.725212052550706,350.4484006185879,200.89231101715575,261.9926685848825,1243.9056623289232,1.583786167632579,2.0654865406493754
78.75,2.2727272727272725,2004.3528664371115,1701.3148836492023,1346.3390101406571,39849.240631472094,31534.778013318853,1.2636600966286045,23.42261330600849,354.9758735085453,205.72177145586764,266.30159258120136,1276.8543190967384,1.5800090737640655,2.045281496744172
78.75,2.4141414141414144,2098.6413263228987,1684.291822969124,1326.0535827689962,39091.252213372616,30776.789595219376,1.2701536686414083,23.209310690864303,358.2382402001278,210.68078440237431,271.12658425640393,1310.1496794819961,1.576974560018534,2.0294196603164534
78.75,2.5555555555555554,2199.6839501042996,1669.1789434741104,1308.739040060654,38503.85541970458,30189.39280155134,1.2754100644821842,23.0675420213278,360.4399034134565,215.70882244301615,276.3286491839774,1343.468297907997,1.5745670567030148,2.0170616245576842
78.75,2.696969696969697,2303.7404282098582,1655.360259159357,1293.442944811577,38029.213990936994,29714.751372783754,1.2798092608564984,22.973376206487767,361.9173143477799,220.65656721323302,281.6160200471332,1376.0156893459828,1.5725850668825945,2.0070336147895618
78.75,2.8383838383838382,2407.219273864841,1642.3405550120706,1279.3665980989063,37620.27244889001,29305.809830736773,1.2837137982596474,22.906499102199614,362.97395691316433,225.39494457231095,286.73701305611206,1407.1161914052493,1.5708506139657281,1.9983634231928797
78.75,2.9797979797979797,2507.876647026012,1629.8723356795892,1266.066517792974,37249.30152599584,28934.8389078426,1.287351266915112,22.854122197530536,363.80581788661505,229.85888856901272,291.55748958868884,1436.4428718764996,1.5692553555162283,1.9904740461691954
78.75,3.121212121212121,2604.7050759211584,1617.9070008677904,1253.4028665719432,36905.00604156502,28590.543423411782,1.290811632889245,22.81033830854952,364.5041342958471,234.0331294416849,296.03998774946814,1463.9274957353216,1.5677559138176407,1.9831313738697713
78.75,3.2626262626262625,2702.7138361938905,1610.990842914084,1248.8527571623788,36987.336236101095,28672.873617947855,1.2899766074701624,22.959370873390913,362.13808575170515,237.72939737596533,300.91295855231897,1486.7068427844385,1.5681161394338425,1.9848890043852208
78.75,3.404040404040404,2799.332417818333,1608.8129219602922,1251.974218568979,37485.885841738476,29171.423223585236,1.2850208080156666,23.300338609950376,356.838703391313,240.82223964056783,306.0372789916344,1503.9780958714052,1.5702751408775193,1.9955081063094973
78.75,3.5454545454545454,2888.016175899447,1606.3486131573095,1254.4407501327703,37952.904436487166,29638.441818333926,1.2805296806463702,23.626816822713216,351.90786302453915,243.51988850067298,310.60899920724563,1518.9022710088614,1.5722633115683795,2.005417860131677
78.75,3.686868686868687,2968.7447353768757,1603.624061849221,1256.2792809008138,38386.27509937125,30071.812481218007,1.276486913562201,23.937203246442976,347.34478094840733,245.85207320422668,314.6531129485404,1531.6797970292446,1.5740791504624099,2.0145809562035293
78.75,3.8282828282828283,3041.275976564614,1600.6556775216143,1257.5188394165727,38785.08605716699,30470.62343901375,1.2728681490483595,24.230749062296855,343.1368381050414,247.83297565203605,318.1787692905259,1542.4073796260602,1.5757258962721417,2.022985541355106
78.75,3.9696969696969697,3105.1919436527355,1597.4344739114044,1258.158603649996,39147.520889275635,30833.058271122394,1.2696606527008187,24.506495589406445,339.2758702614085,249.4669852328063,321.18116860064043,1551.123122151728,1.5772025932664768,2.030600448201797
78.75,4.111111111111111,3160.108173007545,1593.942145126137,1258.1870322824636,39471.543021061036,31157.080402907795,1.266856281481922,24.763472841065663,335.75511284367326,250.7575329663319,323.6544433994576,1557.8589844470414,1.5785070312619645,2.03738969897194
78.75,4.252525252525253,3205.9539008557826,1590.1720041842684,1257.6086845894201,39756.115320628785,31441.652702475545,1.2644410170429305,25.00114152180852,332.56331959484834,251.7173185260003,325.6079578400093,1562.6995803930329,1.5796405609209612,2.0433379005250827
78.75,4.393939393939394,3243.151293787781,1586.143116160024,1256.4625837964513,40002.14253418497,31687.679916031728,1.2623878630491565,25.219756103111443,329.68053236357264,252.37408246363165,327.0763270672758,1565.8143779165512,1.5806115531300056,2.0484695427961146
78.75,4.535353535353535,3272.5728103536067,1581.8998748457618,1254.821437623946,40212.51748291373,31898.054864760492,1.2606573552338665,25.420393618043953,327.078437221816,252.76839965433035,328.116807261828,1567.4439833272547,1.5814352875362732,2.052849557726364
78.75,4.6767676767676765,3295.335828942165,1577.5006280222592,1252.7762811305079,40391.39697208059,32076.93435392735,1.2592037794638955,25.604678853738402,324.7243468917514,252.94627443895638,328.79782257506173,1567.8572705374268,1.5821309942176764,2.0565680482193853
78.75,4.818181818181818,3312.585091760765,1573.0049002920146,1250.4192270178407,40543.308414487154,32228.845796333913,1.2579820161942945,25.77443236633315,322.585673274174,252.95192436006374,329.18715574619705,1567.3103416205977,1.5827184464696822,2.059721763566278
78.75,4.959595959595959,3325.354518262494,1568.4651923785163,1247.8323503074737,40672.518528267974,32358.055910114734,1.256951858951274,25.93141290345735,320.6328420710427,252.82363898801432,329.3447471712425,1566.023474564801,1.5832156921982439,2.062401181913585
78.75,5.101010101010101,3334.5131486053156,1563.923851627091,1245.0834073346093,40782.738309270084,32468.275691116844,1.256079586647961,26.07718928695929,318.84044429248155,252.59256553783806,329.32017762015994,1564.1748378813973,1.5836381092709173,2.064684613027651
78.75,5.242424242424242,3340.763518343187,1559.4131300029444,1242.225875876033,40877.05923542266,32562.59661726942,1.2553378256617196,26.213104435862665,317.18725412691145,252.28317335043286,329.1529735006287,1561.9036624293847,1.5839983229752348,2.066637069381913
78.75,5.383838383838384,3344.6629695476463,1554.9566233377232,1239.3008868937072,40958.00337176602,32643.54075361278,1.2547046805035404,26.340286768803516,315.6557364440159,251.91435480675423,328.87407720147326,1559.3168852386457,1.5843065197024198,2.068311450814716
78.75,5.525252525252525,3346.6507082668495,1550.5710319079367,1236.339613083407,41027.61248323473,32713.149865081486,1.2541627037581065,26.45967945934817,314.2314188245297,251.5005983761639,328.507545176792,1556.4960741705938,1.5845708729974537,2.0697504936687046
78.75,5.666666666666666,3347.072999154193,1546.2677751217,1233.365475999355,41087.539624876685,32773.07700672344,1.2536979550759766,26.5720726292979,312.90229912234474,251.05300896117265,328.0720761440867,1553.5033902417024,1.5847979513878203,2.070988737924701
78.75,5.808080808080808,3346.204069011638,1542.0543154561951,1230.3959694516664,41139.12919513508,32824.666576981836,1.2532992254058026,26.678132399613073,311.65834600452877,250.58012234810354,327.5822558315792,1550.3863168226433,1.5849930628007076,2.072054232092561
78.75,5.949494949494949,3344.2625593579305,1537.9351876503347,1227.4440889568398,41183.482169594026,32869.01955144078,1.2529574271341108,26.778425059975618,310.4910986934947,250.08852951422983,327.049524791984,1547.1812679241275,1.5851605295424191,2.072969915544887
78.75,6.090909090909091,3341.4241604258987,1533.9127776707637,1224.5194242116067,41221.50753033154,32907.0449121783,1.2526651250619045,26.873436436800613,309.39335345915697,249.58334636563094,326.4829147835489,1543.9162930428608,1.5853039019444866,2.0737547046361837
78.75,6.232323232323232,3337.831215134787,1529.987904629121,1221.6289845354306,41253.96221844443,32939.499600291194,1.2524161787229984,26.963587158844017,308.3589200936905,249.06856481043087,325.8896042934545,1540.6130920451694,1.585426122697521,2.0744243343420226
78.75,6.373737373737374,3333.6000041840452,1526.1602530095042,1218.777820192029,41281.482017854,32967.01939970076,1.2522054698772287,27.049244623196802,307.3824328174751,248.54731504891828,325.2753370816864,1537.2885161577367,1.5855296527007805,2.074992007593204
78.75,6.515151515151515,3328.826286138185,1522.4286931788956,1215.9694903680959,41304.60544875419,32990.14283060095,1.2520286941722765,27.130732384259275,306.4592028107995,248.02206228939428,324.6447384476948,1533.9556902728264,1.5856165680494267,2.075468896843978
78.75,6.656565656565657,3323.5895315869766,1518.7915191003538,1213.2064166595467,41323.79232320115,33009.329705047916,1.2518822009548942,27.208337552265917,305.58510244080713,247.49475501391086,324.00155544273025,1530.6248568047379,1.5856886345906203,2.075864533074016
78.75,6.797979797979798,3317.956180902802,1515.2466248588594,1210.4901512584038,41339.438243365366,33024.97562521213,1.25176286918455,27.282316663939778,304.7564736004559,246.96693756478552,323.3488405304638,1527.3040144860179,1.5857473661422605,2.076187109385158
78.75,6.9393939393939394,3311.982168932091,1511.791635881379,1207.8215813812851,41351.88600615455,33037.423388001305,1.2516680105620142,27.35290037641085,303.97005450009374,246.4398362029546,322.6890930026612,1523.999405357247,1.5857940700004303,2.0764437195779246
78.75,7.08080808080808,3305.714896637629,1508.424006533811,1205.2010858758956,41361.434641675456,33046.97202352222,1.251595293276345,27.420297252308647,303.2229206579154,245.91442538603908,322.0243686746608,1520.7158887146197,1.585829882891797,2.076640547060132
78.75,7.222222222222222,3299.1947826331616,1505.141092669664,1202.6286557607864,41368.346630382744,33053.88401222951,1.2515426814917423,27.48469683796078,302.5124369088777,245.39147916314306,321.35636559760786,1517.457230277079,1.5858557995046947,2.0767830155663423
78.75,7.363636363636363,3292.4564935639037,1501.9402054473703,1200.103987432199,41372.853711895754,33058.39109374251,1.251508386919866,27.546272189692377,301.83621801517137,244.87161134894913,320.6864915200706,1514.2263273195038,1.5858726955871236,2.0768759103748766
78.75,7.505050505050505,3285.529926676486,1498.8186510786995,1197.6265549890525,41375.161591476644,33060.69897332341,1.251490829787421,27.605181962273388,301.1920960896471,244.35530706004175,320.01591733544615,1511.025385054999,1.5858813463237327,2.076923476453325
78.75,7.646464646464646,3278.441000323832,1495.7737599838667,1195.1956665724638,41375.453784579026,33060.99116642578,1.2514886071109923,27.661572151810777,300.5780934114029,243.84294769479612,319.34561971877775,1507.8560556635446,1.5858824415165202,2.0769294985767166
78.75,7.787878787878787,3271.212294064511,1492.80290793681,1192.810508352023,41373.89477696781,33059.43215881457,1.2515004667415732,27.71557756016855,299.992399584787,243.33483079300512,318.67641534170394,1504.719548473376,1.5858765979462819,2.076897367141513
78.75,7.929292929292929,3263.863570345696,1489.9035311449863,1190.4701789385456,41370.63264021077,33056.17002205753,1.2515252859785395,27.767323034946813,299.4333522064406,242.83118592196698,318.00898849169425,1501.6167177243176,1.585864369591317,2.0768301326041967
78.75,8.07070707070707,3256.412202246756,1487.0731367278431,1188.1737163343287,41365.801210004014,33051.33859185077,1.2515620538347358,27.816924526674832,298.89942039351433,242.33218744451167,317.3439134881982,1498.5481327938617,1.585846256117303,2.076730550794482
78.75,8.212121212121211,3248.873526208304,1484.3093097032695,1185.9201190407312,41359.521911307835,33045.0592931546,1.2516098562387994,27.86448999607506,298.38919066253857,241.83796482674367,316.6816729683928,1495.5141346206685,1.585822709973743,2.0766011208601576
78.75,8.353535353535353,3241.2611344745987,1481.6097173258754,1183.7083625723992,41351.90529627774,33037.4426781245,1.2516678636164114,27.910120197451782,297.901354753476,241.34861099311644,316.022672874111,1492.5148812023576,1.585794142359876,2.0764441172233212
78.75,8.494949494949495,3233.587118788437,1478.972111421423,1181.5374123469799,41343.05234718723,33028.58972903399,1.2517353204107395,27.953909359016173,297.4346990744433,240.86418912312539,315.3672547888834,1489.55038439808,1.5857609282674907,2.0762616166388663
78.75,8.636363636363637,3225.8622744393892,1476.3943292111285,1179.4062337056253,41333.05558589935,33018.59296774611,1.251811536193415,27.995945776887773,296.9880955055034,240.38473819785025,314.7157061347445,1486.6205397762963,1.585723410765386,2.0760555212231315
78.75,8.777777777777779,3218.0962718882674,1473.8742930050662,1177.3137996559778,41322.000023187975,33007.53740503473,1.2518958780876823,28.036312336337044,296.5604933490882,239.91027753873635,314.06826863152656,1483.7251508736351,1.5856819046573023,2.075827578148045
78.75,8.919191919191919,3210.2978017354694,1471.4100090567754,1175.2590968033717,41309.96397475551,32995.50135660227,1.2519877642801616,28.075086971330734,296.15091225340353,239.4408105303308,313.4251453387296,1480.863948943069,1.585636699619284,2.075579396560903
78.75,9.06060606060606,3202.4746977026107,1468.9995658038051,1173.241129842308,41297.0197663242,32982.55714817096,1.2520866584358912,28.112343071883316,295.7584359614972,238.976327688582,312.7865065375716,1478.036609046496,1.58558806296354,2.0753124621963828
78.75,9.202020202020202,3194.6340411327374,1466.6411316711587,1171.2589248750144,41283.234341673255,32968.77172352001,1.252192064899454,28.148149844013464,295.38220679614426,238.5168091379952,312.15249464760547,1475.242763178355,1.5855362417055505,2.0750281499708993
78.75,9.343434343434343,3186.7822506892317,1464.3329525625086,1169.3115318568878,41268.66979858923,32954.20718043599,1.2523035244825829,28.182572635800586,295.02142070562076,238.06222675332583,311.52322837430927,1472.482010957939,1.5854814650480573,2.074727735077359
78.75,9.484848484848484,3178.925158800175,1462.0733491572423,1167.3980262595892,41253.38384981819,32938.92123166495,1.252420610853532,28.21567322432706,294.6753228976531,237.6125458170169,310.898806178417,1469.7539283421606,1.585423945806239,2.0744124025227917
78.75,9.626262626262626,3171.06807765496,1459.860714079779,1165.517510176992,41237.43023105652,32922.967612903274,1.2525429273542952,28.247510076364012,294.3432039027869,237.16772644293889,310.27930921321774,1467.0580747090082,1.5853638820555718,2.074083255565287
78.75,9.767676767676768,3163.215856085997,1457.6935090084921,1163.6691129612982,41220.85905902301,32906.396440869765,1.2526701042179957,28.278138582822535,294.02439604719365,236.72772473659487,309.66480380373594,1464.3939986019307,1.5853014584903309,2.073741323114641
78.75,9.909090909090908,3155.372928789745,1455.570261769268,1161.8519914914257,41203.71714748272,32889.25452932948,1.2528017961227635,28.307611270787415,293.7182702778426,236.29249374962959,309.0553435449135,1461.7612423717355,1.5852368476195484,2.073387566260273
78.75,10.05050505050505,3147.543359040478,1453.4895634490795,1160.0653301518075,41186.048287054,32871.58566890076,1.2529376800346874,28.335977995824724,293.42423329727205,235.86198426364732,308.45097107993166,1459.1593459087778,1.5851702108233625,2.0730228840477283
78.75,10.191919191919192,3139.7308758616305,1451.4500655557435,1158.3083405844802,41167.893493709635,32853.4308755564,1.2530774532999949,28.363286116871627,293.14172497126356,235.43614543220716,307.85171960941835,1456.5878496241423,1.5851016992888733,2.072648118605907
78.75,10.333333333333332,3131.9389064624265,1449.4504772433397,1156.5802612655098,41149.29123013453,32834.828611981284,1.253220831952792,28.389580655694395,292.87021597782996,235.01492530482753,307.2576141737251,1454.0462968103666,1.5850314548417448,2.072264059711526
78.75,10.474747474747474,3124.1706046191316,1447.489562617207,1154.8803569470522,41130.27760348179,32815.81498532854,1.2533675492097491,28.414904442636605,292.6092056701545,234.59827125273375,306.66867274348164,1451.5342354894578,1.5849596106872743,2.071871448864429
78.75,10.616161616161616,3116.4288755749976,1445.5661381283765,1153.2079179984805,41110.88654253129,32796.42392437805,1.253517354127533,28.439298250136762,292.3582201298957,234.18613031278727,306.08490714795215,1449.0512198378765,1.5848862920724378,2.0714709829361997
78.75,10.757575757575758,3108.7163979445836,1443.6790700636066,1151.562259673858,41091.14995689181,32776.68733873857,1.2536700104017657,28.462800915359526,292.11681038974854,233.77844946324623,305.50632386592576,1446.5968112617434,1.5848116168797013,2.0710633174468502
78.75,10.898989898989898,3101.0356430350926,1441.827272135264,1149.942721327504,41071.097880401416,32756.635262248175,1.2538252952901914,28.485449453024607,291.88455080776,233.37517584280374,304.9329247000446,1444.1705791850802,1.5847356961601198,2.0706490695144235
78.75,11.04040404040404,3093.388891936348,1440.0097031728546,1148.3486655954762,41050.75860066567,32736.29598251243,1.2539829986445254,28.507279159450256,291.6610375773785,232.97625692247163,304.36470735217324,1441.7721016021605,1.5846586346135279,2.0702288205177157
78.75,11.181818181818182,3085.7782506797075,1438.2253649164215,1146.779477557283,41030.15877641078,32715.696158257542,1.2541429220375813,28.528323708708292,291.4458873591386,232.5816406383187,303.80166591469873,1439.4009654365036,1.5845805310225654,2.069803118506943
78.75,11.323232323232324,3078.2056637229907,1436.473299911182,1145.2345638892668,41009.32354406325,32694.86092591001,1.2543048779743913,28.54861524164694,291.2387360219153,232.1912754918091,303.2437912904186,1437.0567667428038,1.584501478645678,2.0693724803916655
78.75,11.464646464646464,3070.6729259820036,1434.7525895016925,1143.7133520188077,40988.27661480494,32673.8139966517,1.2544686891773724,28.56818444847044,291.03923748288463,231.80511062340895,302.69107155174333,1434.7391107817637,1.5844215655739742,2.0689373939318374
78.75,11.606060606060606,3063.181693598243,1433.0623519232065,1142.2152892866256,40967.04036319072,32652.577745037477,1.2546341879368734,28.58706064548545,290.8470626365808,231.4230958642232,302.1434922483464,1432.4476119928818,1.5843408750561427,2.068498319554579
78.75,11.747474747474747,3055.733493606303,1431.4017404874726,1140.739842122906,40945.63590827155,32631.17329011831,1.2548012155196118,28.6052718465518,290.6618983645667,231.04518176968998,301.6010366710468,1430.1818938863187,1.58425948579505,2.068055692016207
78.75,11.88888888888889,3048.3297326416523,1429.7699418597717,1139.286495241633,40924.08318805003,32609.620569896786,1.2549696216284294,28.622844829719995,290.4834466181389,230.6713196387047,301.0636860785433,1427.9415888713736,1.5841774722191875,2.067609921926642
78.75,12.03030303030303,3040.9717048106418,1428.1661744238843,1137.8547508565446,40902.401027991065,32587.938409837825,1.255139263907631,28.639805199483114,290.3114235673397,230.30146152102662,300.5314198926685,1425.7263380362936,1.5840949047317687,2.0671613971512484
78.75,12.171717171717171,3033.6605988279107,1426.5896867314752,1136.4441279212203,40880.60720422293,32566.144586069688,1.255310007488875,28.656177445027208,290.14555881025484,229.93556021536193,300.0042158669868,1423.5357908916988,1.5840118499398723,2.0667104841031803
78.75,12.313131313131313,3026.3975045122797,1425.0397560323065,1135.05416139508,40858.718501983814,32544.255883830574,1.2554817245732213,28.671984994822505,289.98559463722654,229.5735692601327,299.48205023285334,1421.3696050877847,1.583928370865814,2.06625752893782
78.75,12.454545454545453,3019.1834187200643,1423.515686881705,1133.6844015365332,40836.750769803766,32522.288151650526,1.2556542940454598,28.68725026786257,289.8312853451721,229.21544291862335,298.964897826457,1419.2274461138113,1.5838445271425916,2.0658028586594233
78.75,12.595959595959595,3012.019250784144,1422.0168098217048,1132.3344132240186,40814.718969853115,32500.256351699874,1.2558276011173177,28.701994721827898,289.682396597686,228.8611361599085,298.45273219983903,1417.1089869868522,1.5837603751950444,2.0653467821488776
78.75,12.737373737373737,3004.905827529693,1420.542480130427,1131.0037753158808,40792.63722654376,32478.17460839052,1.256001536983093,28.716238899662038,289.53870481454635,228.51060463872656,297.94552571881934,1415.013907913074,1.5836759684471102,2.0648895911558434
78.75,12.878787878787879,2997.8438978396125,1419.092076648977,1129.6920799799857,40770.518862551246,32456.056244398005,1.2561759985730965,28.730002466665976,289.39999666899115,228.16380466218573,297.4432496474463,1412.9418960725961,1.583591357301971,2.0644315610309136
78.75,13.020202020202019,2990.834137038755,1417.6650006471075,1128.398932182699,40748.37645326817,32433.913835114927,1.2563508881605123,28.74330426064561,289.2660684644086,227.82069318042136,296.9458742282399,1410.892645131031,1.5835065895961844,2.0639729518399497
78.75,13.16161616161616,2983.8771507856077,1416.2606747775162,1127.1239490556727,40726.221854384574,32411.759236231333,1.2565261131786687,28.75616232215327,289.1367257218435,227.4812277473445,296.4533687480044,1408.8658550714963,1.5834217104901636,2.0635140089225055
78.75,13.303030303030303,2976.9734788205988,1414.8785420701856,1125.8667593775392,40704.066241410845,32389.603623257604,1.2567015859429345,28.768593933055566,289.01178269264636,227.14536649895115,295.9657016014119,1406.8612318534074,1.583336762675855,2.063054963698022
78.75,13.444444444444445,2970.123598441964,1413.5180649848317,1124.627003060377,40681.92014356614,32367.457525412898,1.2568772234156866,28.780615650640936,288.8910619244547,226.8130681274329,295.4828403478436,1404.878487125613,1.583251786496331,2.0625960343558822
78.75,13.585858585858585,2963.327927769879,1412.1787245145044,1123.4043306619096,40659.793475735365,32345.330857582125,1.2570529469852132,28.792243339959587,288.7743938525948,226.48429185604147,295.0047517637526,1402.9173379515585,1.583166820058745,2.0621374265059496
78.75,13.727272727272727,2956.5868288204015,1410.8600193374502,1122.1984029224866,40637.69556865857,32323.23295050533,1.2572286822572696,28.803492204522403,288.6616164149636,226.15899741492728,294.53140189130414,1400.9775065472527,1.5830818993411808,2.061679333793028
78.75,13.868686868686869,2949.9006104081473,1409.5614650146392,1121.0088903259068,40615.635197488235,32301.172579334994,1.2574043588582446,28.814376815463252,288.5525746887324,225.83714501814612,294.06275608394367,1399.0587200328328,1.5829970582937565,2.0612219384779866
78.75,14.01010101010101,2943.269530893773,1408.2825932304352,1119.8354726831044,40593.62060883888,32279.15799068564,1.2575799102489735,28.824911139263513,288.44712054733077,225.5186953419644,293.5987790494142,1397.1607101980526,1.5829123289344254,2.060765411988144
78.75,14.15151515151515,2936.6938007904578,1407.0229510740123,1118.6778387377074,40571.65954643991,32257.196928286667,1.2577552735483413,28.835108564128713,288.34511233630485,225.20360950455606,293.13943489066344,1395.2832132818664,1.5828277414398368,2.0603099154392193
78.75,14.292929292929292,2930.1735852417423,1405.7821003592414,1117.5356857924533,40549.75927548829,32235.296657335053,1.257930389365947,28.844981925097766,288.24641456678813,224.891849047154,292.68468714499886,1393.425969766166,1.5827433242315498,2.059855600130782
78.75,14.434343434343434,2923.709006381186,1404.5596169808655,1116.4087193555772,40527.92660580681,32213.46398765357,1.2581052016430123,28.85454352797253,288.1508976252884,224.58337591666412,292.23449882176976,1391.5887241831833,1.5826591040581304,2.0594026080174386
78.75,14.575757575757574,2917.3001455833432,1403.3550903049313,1115.2966528060274,40506.167913862315,32191.705295709075,1.2582796575011357,28.86380517211851,288.0584374989039,224.2781524497711,291.7888324388201,1389.771224936707,1.5825751060730975,2.0589510721568383
78.75,14.717171717171716,2910.947045613829,1402.168122591521,1114.1992070767146,40484.48916374058,32170.02654558734,1.2584537070981592,28.872778172218155,287.96891551480655,223.97614135849122,291.3476500578773,1387.9732241362804,1.582491353909278,2.0585011171364997
78.75,14.858585858585858,2904.649712685565,1400.9983284479304,1113.1161103547608,40462.895927130805,32148.433308977565,1.2586273034907551,28.881473379027412,287.88221809316957,223.67730571715006,290.910913319021,1386.1944774441167,1.582407869749661,2.0580528594805254
78.75,15.0,2898.4081184272477,1399.8453343105668,1112.047097797885,40441.393402383015,32126.930784229775,1.2588004025032664,28.889901199192604,287.79823651268174,223.3816089507288,290.47858347433584,1384.4347439340918,1.5823246743950201,2.057606408037538
152.5,1.0,1130.1973467769924,1704.490311609857,1415.7294604864026,49078.40146525119,40763.93884709795,1.203966124307567,28.79359368073945,288.76085112345436,151.42462573132858,200.15605491947971,879.83404151648,1.6877822814955479,2.2309438864094573
152.5,1.1414141414141414,1146.5632374342936,1770.0721386707335,1469.467086529018,48958.587101437624,40644.12448328438,1.204567393783392,27.65909141884123,300.6050521417154,155.54400133898343,205.44180011067732,904.0111040385032,1.6873305802513399,2.2286184539715173
152.5,1.2828282828282829,1305.6466240983723,1809.336984126924,1502.15295736067,48972.809154600385,40658.34653644715,1.2044958372987438,27.066715368243955,307.1840267662544,167.7997643451739,221.6495620966496,975.2097214439667,1.6873842854838168,2.2288945960430535
152.5,1.4242424242424243,1479.0937003849292,1820.1233832681864,1507.1638078827223,48355.5993197223,40041.13670156906,1.2076480165915826,26.567209544275897,312.95957538546435,179.84893994132005,236.61516759562008,1046.6958930130381,1.6850315537194682,2.216882810748435
152.5,1.5656565656565657,1611.7388487344751,1812.8448778071263,1493.0000070488181,47125.44219734499,38810.97957919176,1.214229651204449,25.995297653017836,319.8448707583081,188.8820746311986,246.50287064598945,1102.425785164719,1.680204166219935,2.1927710771562743
152.5,1.7070707070707072,1714.7072246107996,1795.301693937021,1467.9404347461386,45597.847648315445,37283.3850301622,1.2230071816554977,25.398431808038506,327.3612591908822,195.85767008500414,253.02185268979574,1147.4169802822212,1.6739403837885374,2.1625065641525367
152.5,1.8484848484848484,1801.062285312896,1773.4025604581248,1438.6153792954574,44042.57428453339,35728.11166638015,1.2327148631808906,24.835068622634573,334.78718116266754,201.60962187209978,257.7284452534786,1185.863532074291,1.6672365283665425,2.131318308797346
152.5,1.9898989898989898,1879.8384811596736,1750.4083314618933,1408.761361431545,42598.66445515707,34284.20183700383,1.2425158578193654,24.33641550344989,341.646970030348,206.67048757093306,261.5918901666354,1220.4182436205867,1.6606971810948945,2.102017175761073
152.5,2.1313131313131315,1957.1608023782578,1728.0537579064137,1380.3998746424802,41327.99621675524,33013.53359860199,1.2518501266554918,23.915920455406017,347.6538832639334,211.388645456182,265.2077440292038,1252.8230483442833,1.6546745868880204,2.0759512098864867
152.5,2.2727272727272725,2037.4666983322031,1707.2877571529536,1354.6596101797634,40255.38051095552,31940.917892802277,1.260307566803735,23.57855630505121,352.62814697319027,216.00762614400873,268.96325056989326,1284.3042903045573,1.6493841863775218,2.0537410651923946
152.5,2.4141414141414144,2123.6443903166473,1688.562104406507,1332.0751421068935,39382.88908226168,31068.42646410844,1.2676177574605674,23.32332875378837,356.48696229961325,220.6805382925516,273.0824174907861,1315.637006615154,1.644934575392115,2.0355338714407147
152.5,2.5555555555555554,2216.397145509448,1671.8889831319514,1312.603894686359,38690.329487631636,30375.866869478396,1.2737193527308877,23.141685768604685,359.28508844559235,225.44824412679563,277.6015146209121,1347.0326369260308,1.6413054610995639,2.0209910426295474
152.5,2.696969696969697,2314.0158620056377,1656.9206258684474,1295.6956463198662,38138.01753756482,29823.554919411577,1.278788448949844,23.01740767912489,361.224979548581,230.2406040548883,282.3763629597462,1378.1500818371435,1.6383477021203603,2.0093357003090384
152.5,2.8383838383838382,2413.5302651019356,1643.1854472291232,1280.6104290071437,37681.040582105255,29366.577963952015,1.2831267105196726,22.93170295881465,362.5750182219794,234.93866699957923,287.1864775022778,1408.4125908530725,1.6358567749922763,1.9996535730285276
152.5,2.9797979797979797,2512.287649516204,1630.3207212549314,1266.7572673817433,37284.38749292677,28969.92487477353,1.287003250926388,22.869357548389186,363.5634538731882,239.4463418681229,291.8539181772044,1437.3637781373732,1.6336619192699637,1.991221199689186
152.5,3.121212121212121,2608.706684164803,1618.1820213899075,1253.8730332865125,36931.05129318287,28616.58867502963,1.2905469520693884,22.8225569219102,364.3089881033951,243.71515865085453,296.2924830676884,1464.7653134883876,1.6316806785187092,1.9836875247652301
152.5,3.2626262626262625,2707.6524909857603,1611.212798484238,1249.2737522655884,37012.77528038365,28698.312662230408,1.2897195635162144,22.971996818299687,361.93904621864954,247.61101366854655,301.2085088866607,1487.7601594066725,1.632141129630092,1.985431862116393
152.5,3.404040404040404,2806.147247898387,1609.0341198736364,1252.4183392001994,37514.47570760556,29200.01308945232,1.2847417428438277,23.31490379492494,356.61578067343714,250.98510785157313,306.4306321317826,1505.4527119610862,1.634938838235824,1.9961158093638092
152.5,3.5454545454545454,2897.224116035176,1606.6217335440106,1254.9957394211965,37989.78621699552,29675.32359884228,1.2801810261802036,23.64575644896494,351.6259941228142,253.95759186784633,311.1302133684297,1520.85872393131,1.6375440920989173,2.006198905209631
152.5,3.686868686868687,2980.9244231781063,1603.9804696525462,1256.9928894187676,38434.33141378965,30119.868795636412,1.2760457781063703,23.9618450105663,346.98758023377854,256.56324528422255,315.33294211104413,1534.2167579051222,1.6399416421457933,2.0155951111990826
152.5,3.8282828282828283,3057.134193749047,1601.1356872589374,1258.4477521795618,38847.53869499953,30533.07607684629,1.2723100219980203,24.262490058855995,342.6879350793756,258.8214709870537,319.05506417325495,1545.651574586603,1.6421369603521705,2.024299264154336
152.5,3.9696969696969697,3125.533223688676,1598.0883693557134,1259.3706501212343,39228.08064940762,30913.618031254377,1.2689579268834574,24.546878258817966,338.717719234479,260.7398938062329,322.29738179408525,1555.2197410897459,1.6441309302074631,2.0322900588673636
